ENSG00000000003,0.04835223,0.23597512,0.21291415,0.324456,0.17830247,0.039603792,0.14353707,0.1492576,0.28382984,0.38377172
ENSG00000000938,0.004336607,0.2561371,0.3386835,0.39909825,0.0017445763,0.0022297462,0.24350013,0.3074721,0.4450955,0.0017025013
ENSG00000001460,0.004642452,0.26019505,0.34191495,0.39142427,0.0018233149,0.0014693813,0.23252818,0.29976037,0.46462566,0.0016164575
ENSG00000001626,0.029745309,0.308104,0.2501794,0.36130017,0.050671067,0.048932254,0.17940088,0.17295018,0.29334524,0.30537146
ENSG00000002330,0.0053851185,0.26845914,0.35488543,0.3692393,0.002031004,0.0032233624,0.18088643,0.25531137,0.55729514,0.0032837058
ENSG00000002745,0.044723887,0.30132905,0.24408816,0.31953213,0.090326756,0.039930865,0.2561513,0.2455621,0.3851656,0.07319013
ENSG00000002933,0.05039914,0.3375719,0.2740059,0.25273284,0.08529021,0.05997681,0.21847388,0.21690439,0.2715488,0.23309614
ENSG00000003249,0.0035306993,0.27069226,0.35545057,0.3687356,0.0015907955,0.0016423434,0.21267655,0.28521708,0.4987703,0.001693741
ENSG00000003509,0.0034817029,0.25157195,0.3356755,0.40763423,0.0016365728,0.0014588967,0.22514376,0.2902254,0.4813265,0.0018455061
ENSG00000004139,0.0060031298,0.27985227,0.36134672,0.3509193,0.0018784995,0.0031502317,0.20229228,0.26912808,0.5226367,0.0027926425
ENSG00000004487,0.00613818,0.27734387,0.34073564,0.3743905,0.0013918036,0.0022143235,0.2438945,0.30776602,0.44459403,0.0015311498
ENSG00000004776,0.008246202,0.20790772,0.28743914,0.49242976,0.0039772247,0.0020777397,0.19871733,0.26040658,0.5363608,0.002437586
ENSG00000004838,0.0039207987,0.28414333,0.36773232,0.3426707,0.0015328982,0.0016889608,0.24779837,0.31706652,0.43180344,0.0016427198
ENSG00000004897,0.00398233,0.2635698,0.34829026,0.38248628,0.0016712758,0.0020311347,0.24424085,0.31112316,0.4409512,0.0016536418
ENSG00000005001,0.04131424,0.2890834,0.23253493,0.3600479,0.077019595,0.0024071983,0.19614388,0.25970423,0.5392031,0.002541559
ENSG00000005073,0.02353415,0.25933975,0.2820334,0.41792813,0.01716458,0.0777586,0.19739278,0.23346499,0.2853513,0.20603229
ENSG00000005156,0.0045947377,0.21713445,0.29157075,0.48441786,0.0022821976,0.0026126,0.25714076,0.32453507,0.4143309,0.0013806565
ENSG00000005243,0.004665214,0.24035439,0.32517934,0.42690265,0.0028984384,0.003881219,0.29071206,0.35386658,0.3503498,0.0011903045
ENSG00000005381,0.005547856,0.24501619,0.32891518,0.41827145,0.002249297,0.0026681041,0.21141061,0.27677494,0.5066604,0.002485928
ENSG00000005471,0.0031028476,0.27652466,0.35712126,0.36189234,0.0013589482,0.04255733,0.26663667,0.24435198,0.34924057,0.097213425
ENSG00000005801,0.005199302,0.28661647,0.35074914,0.35616562,0.0012694426,0.0022045579,0.20406851,0.26564634,0.52588195,0.002198643
ENSG00000005884,0.004502273,0.2674538,0.341061,0.385459,0.0015239448,0.0023578948,0.24230966,0.30814868,0.4455707,0.0016129838
ENSG00000005981,0.0050632493,0.26892823,0.34957737,0.37462136,0.0018098064,0.06015709,0.23644675,0.2154638,0.28635526,0.20157704
ENSG00000006042,0.017223774,0.3078019,0.3164712,0.34038156,0.018121602,0.0036949941,0.16531806,0.24132921,0.5860741,0.0035836
ENSG00000006074,0.045976028,0.32443583,0.2566386,0.31073758,0.062211987,0.03978478,0.16611782,0.15506057,0.2906314,0.34840542
ENSG00000006125,0.0052076876,0.2475765,0.33380607,0.4112586,0.0021511777,0.0016636617,0.24609953,0.3162314,0.43407452,0.0019309465
ENSG00000006327,0.009374927,0.27472916,0.36167923,0.349501,0.0047156475,0.0019408006,0.24892867,0.3191799,0.42803392,0.0019167229
ENSG00000006468,0.0075878417,0.18636218,0.23073,0.5694636,0.0058563747,0.002308935,0.26591069,0.33551902,0.39480752,0.0014538479
ENSG00000006607,0.003899115,0.25609595,0.3423372,0.39590693,0.0017608721,0.0015732177,0.12783115,0.19823466,0.6691275,0.0032334756
ENSG00000006652,0.012782592,0.19873306,0.21687964,0.56270903,0.008895681,0.0034627214,0.17591181,0.2511802,0.5659894,0.003455897
ENSG00000006715,0.05986506,0.26712695,0.22881582,0.30816817,0.13602397,0.010895821,0.11145599,0.21257067,0.6546855,0.010392037
ENSG00000006757,0.0044029593,0.24554935,0.33286527,0.4151161,0.0020663461,0.0020955952,0.10145724,0.16387631,0.7283392,0.0042316928
ENSG00000007038,0.06308788,0.30073214,0.23955092,0.30004227,0.09658677,0.0030171047,0.21005417,0.2782296,0.5059446,0.002754482
ENSG00000007168,0.025285738,0.25093338,0.2279951,0.47469637,0.021089403,0.004138108,0.14911973,0.2466023,0.59420526,0.0059346166
ENSG00000007255,0.007127569,0.23994967,0.32170898,0.42862883,0.0025850227,0.0036471467,0.17549255,0.25054452,0.56686175,0.0034540354
ENSG00000007341,0.0048834365,0.29117438,0.3797438,0.32240707,0.0017913576,0.0020058053,0.24551734,0.31258252,0.43828183,0.0016125331
ENSG00000007392,0.007311037,0.25468856,0.32223234,0.4139779,0.0017902356,0.0023869844,0.25179106,0.32036057,0.4240326,0.0014287917
ENSG00000007866,0.0070339935,0.25060478,0.34879822,0.39016005,0.0034029938,0.0017746529,0.21587248,0.27937013,0.5007572,0.002225543
ENSG00000007968,0.00370501,0.2869368,0.35804594,0.35002306,0.0012892068,0.0014299819,0.2566582,0.3291301,0.41134045,0.0014412339
ENSG00000008118,0.0541844,0.25431556,0.22949284,0.27322906,0.18877815,0.07965565,0.19876723,0.226465,0.26346648,0.23164561
ENSG00000008256,0.005183455,0.27859658,0.34595942,0.3688638,0.0013967388,0.002406206,0.24246253,0.30604482,0.44746408,0.0016223965
ENSG00000008300,0.006420805,0.249714,0.3260076,0.41582325,0.0020343158,0.00221438,0.10851463,0.17524743,0.7095822,0.004441316
ENSG00000008394,0.057584587,0.27923128,0.23453316,0.29664937,0.13200161,0.010706424,0.097104356,0.1403392,0.7335625,0.018287497
ENSG00000008516,0.014358844,0.21393692,0.26853478,0.49614996,0.007019486,0.0031396293,0.18550828,0.25651243,0.551771,0.0030686439
ENSG00000008853,0.0056410553,0.29860368,0.3574299,0.33711228,0.0012130626,0.0016181136,0.18523426,0.26448092,0.5462098,0.002456887
ENSG00000009413,0.0061132996,0.2518403,0.35386917,0.38504437,0.0031328462,0.0031306338,0.21072273,0.29175657,0.4911356,0.0032544315
ENSG00000009780,0.005666496,0.21059863,0.28379902,0.49637756,0.00355833,0.0027633624,0.21472585,0.2800625,0.4999925,0.0024557929
ENSG00000009954,0.006489148,0.30623755,0.3599201,0.32617882,0.0011744105,0.00226653,0.28376582,0.3546951,0.35796213,0.0013104079
ENSG00000010219,0.0051714587,0.21784295,0.29116696,0.4828068,0.003011771,0.0026958995,0.08232609,0.13391612,0.7747847,0.0062771444
ENSG00000010282,0.005140866,0.18581441,0.24317557,0.5618976,0.003971633,0.04676856,0.15409066,0.15905923,0.28124213,0.35883948
ENSG00000010319,0.010349033,0.18947987,0.22843367,0.5647068,0.007030564,0.026093347,0.1373323,0.17474467,0.62597126,0.03585841
ENSG00000010404,0.004835524,0.2432079,0.32922572,0.4206422,0.0020886401,0.0021119341,0.21319559,0.2735218,0.5091453,0.002025323
ENSG00000010671,0.006230122,0.30082533,0.35622984,0.3355277,0.0011870681,0.0023255467,0.25414798,0.32350838,0.41835958,0.0016585115
ENSG00000010932,0.01596732,0.22447594,0.21211374,0.5333713,0.014071643,0.048745513,0.16889462,0.16515672,0.29151374,0.3256894
ENSG00000011052,0.004378071,0.2650952,0.35002577,0.3787104,0.0017905396,0.0019581392,0.2259194,0.28892916,0.48116502,0.0020282932
ENSG00000011143,0.0042670686,0.2210256,0.3003789,0.47201213,0.002316283,0.0012063175,0.19641173,0.27426466,0.5262601,0.0018571945
ENSG00000011260,0.0039952993,0.2595244,0.33689466,0.3980477,0.0015379816,0.0018852814,0.24194522,0.30870456,0.44595873,0.0015062207
