ENSG00000034053,0.049986262,0.087305255,0.14182472,0.13146098,0.10748755,0.09223084,0.0956064,0.08931067,0.06628956,0.0663379,0.07215985,0.019076053,0.15639283,0.1286975,0.23325196,0.18505895,0.096179284,0.07144054,0.048719887,0.03336827,0.01164917,0.01616563
ENSG00000179965,0.038387768,0.07081759,0.107964694,0.10830055,0.10396425,0.10080126,0.10399225,0.10605665,0.09657503,0.08236212,0.08077793,0.0037987526,0.03343052,0.18480523,0.28439963,0.19147928,0.113355845,0.097503945,0.04456931,0.01631588,0.009368952,0.020972662
ENSG00000170419,0.01988612,0.031877127,0.13567568,0.16297401,0.13752009,0.114595786,0.10198316,0.084273666,0.072280966,0.06961256,0.069320776,0.017327886,0.15003082,0.072765,0.2673274,0.17986974,0.08245567,0.08875127,0.05652056,0.028529515,0.020335866,0.036086287
ENSG00000152413,0.030399188,0.0489843,0.13365495,0.13384889,0.11906742,0.107058026,0.10354726,0.09776521,0.07627467,0.075920515,0.073479556,0.004397543,0.038660776,0.21315597,0.32256958,0.19818759,0.089649715,0.061505914,0.044099454,0.010757145,0.0066046384,0.010411735
ENSG00000107295,0.017441714,0.028093915,0.12138441,0.15609157,0.15118696,0.13674876,0.121056356,0.09041534,0.06452623,0.06129307,0.05176163,0.0056347335,0.049575336,0.07823353,0.2028199,0.19645853,0.1426089,0.14110462,0.105848595,0.029213933,0.015611612,0.032890305
ENSG00000158270,0.029039342,0.046692595,0.17060748,0.1809515,0.13384175,0.10188649,0.09066363,0.07710577,0.055805214,0.055231504,0.05817467,0.0047705527,0.041896917,0.23033614,0.34238717,0.19198103,0.07413252,0.051892158,0.034652337,0.010429415,0.006665501,0.010856289
ENSG00000085662,0.030759817,0.049518164,0.13483517,0.13444464,0.11899616,0.1059195,0.1008311,0.09513636,0.077650264,0.07726009,0.07464873,0.020854233,0.17078304,0.14016607,0.25056362,0.18477727,0.08470002,0.06438837,0.03167874,0.014071358,0.019100862,0.018916419
ENSG00000183696,0.029046878,0.04679025,0.1275917,0.12757865,0.1132584,0.101679504,0.09847359,0.099740036,0.09389305,0.091710135,0.07023782,0.01034114,0.0907543,0.045991253,0.19915068,0.24103749,0.14526068,0.11589483,0.09004088,0.023165816,0.014648524,0.023714377
ENSG00000122707,0.025468903,0.040981982,0.145665,0.15217145,0.13382024,0.113558725,0.09907406,0.08746157,0.069464706,0.06836353,0.06396981,0.00674733,0.059339713,0.044395734,0.16217507,0.19537868,0.15543395,0.16072363,0.123705834,0.03441499,0.018493194,0.039191913
ENSG00000242220,0.029594112,0.047525156,0.13392882,0.13497248,0.1125969,0.09737245,0.09241698,0.092267655,0.08464536,0.08439648,0.0902835,0.042939927,0.34506014,0.05967437,0.1902615,0.12904455,0.060484096,0.06598092,0.042410266,0.021490183,0.015356341,0.027297752
ENSG00000101489,0.053165056,0.08930691,0.1531688,0.14023024,0.11921082,0.10494607,0.10067457,0.07450304,0.05337677,0.053431895,0.057985857,0.0039487043,0.034741774,0.19193779,0.29422462,0.19386186,0.10621132,0.08104545,0.05252975,0.022714721,0.007884938,0.010899104
ENSG00000178397,0.035747863,0.057543203,0.11188773,0.116943315,0.11031818,0.10388601,0.10308345,0.098665245,0.08817555,0.08790163,0.08584781,0.005797637,0.051003993,0.080470785,0.20837559,0.20051031,0.14205414,0.13410006,0.093135,0.024661496,0.03775545,0.022135418
ENSG00000167515,0.0361477,0.058732465,0.12363057,0.11905925,0.10240194,0.09438366,0.101285346,0.101892605,0.09288186,0.08130056,0.088284075,0.0038387303,0.033779535,0.18668689,0.2868722,0.19147307,0.10943145,0.0879832,0.060595702,0.021401562,0.0074964836,0.01044121
ENSG00000140548,0.029737065,0.048089422,0.13219014,0.13382185,0.11958257,0.1090381,0.10736157,0.10009311,0.074420616,0.07405894,0.0716067,0.00543693,0.04783673,0.07549528,0.19580454,0.19010296,0.13909318,0.13959935,0.1260307,0.03151328,0.016181173,0.032905743
ENSG00000166548,0.037204046,0.07011804,0.10949566,0.10804012,0.10228709,0.1017703,0.10851781,0.109824836,0.09066278,0.09191495,0.070164375,0.0032788028,0.02886186,0.1596268,0.24657199,0.1692192,0.10696395,0.10371247,0.09826836,0.047652055,0.013063656,0.022780912
ENSG00000156885,0.035409138,0.057775896,0.12233081,0.11950586,0.10391627,0.0957102,0.10191318,0.10308046,0.084307946,0.08438819,0.09166205,0.004723596,0.04148707,0.22815126,0.3397522,0.19248869,0.07585036,0.053301476,0.024862124,0.010803018,0.014429597,0.014150625
ENSG00000113361,0.020588838,0.033368956,0.14706129,0.1908439,0.16095921,0.12647088,0.10763432,0.071224555,0.048765693,0.046804655,0.046277698,0.004811508,0.042339824,0.06683821,0.17365587,0.17020516,0.12873521,0.13830477,0.12689097,0.07997313,0.023369744,0.044875577
ENSG00000153446,0.04102214,0.067704536,0.14067188,0.13981092,0.1178509,0.10110446,0.10514496,0.08511488,0.065260544,0.065316506,0.07099822,0.0043723197,0.03844379,0.21203999,0.3216383,0.20024996,0.09374649,0.065327026,0.027954413,0.01841013,0.007090496,0.01072707
ENSG00000103160,0.0346641,0.055907417,0.109169476,0.11506358,0.110132046,0.10643673,0.10994987,0.10747612,0.08448209,0.08421117,0.08250739,0.0038335284,0.033734858,0.18646051,0.28670597,0.19210202,0.11160584,0.09268213,0.040591292,0.023989495,0.015156226,0.013138122
ENSG00000085265,0.029594112,0.047525156,0.13392882,0.13497248,0.1125969,0.09737245,0.09241698,0.092267655,0.08464536,0.08439648,0.0902835,0.02009524,0.17309555,0.04267704,0.22310218,0.18520549,0.091178164,0.10115687,0.065066524,0.032965336,0.023555674,0.041901913
ENSG00000160208,0.035747863,0.057543203,0.11188773,0.116943315,0.11031818,0.10388601,0.10308345,0.098665245,0.08817555,0.08790163,0.08584781,0.004445386,0.03907717,0.21538828,0.32534868,0.19794776,0.08767207,0.060077738,0.04244239,0.010606838,0.006567465,0.010426284
ENSG00000148053,0.020721722,0.041273464,0.16008143,0.16269158,0.14573103,0.1252706,0.10482317,0.08526683,0.06470671,0.052263755,0.037169643,0.056663025,0.4196907,0.025932552,0.11689431,0.08190122,0.05046688,0.06337216,0.071489766,0.043259684,0.027121743,0.04320794
ENSG00000181751,0.019195141,0.0306454,0.13284102,0.16123654,0.15196805,0.13325587,0.113794714,0.09361261,0.073711306,0.054929618,0.034809798,0.015557249,0.13491395,0.09654853,0.2921046,0.17516935,0.07688431,0.08112279,0.051200166,0.02575201,0.018313965,0.032433044
ENSG00000145817,0.022700429,0.03647814,0.14423354,0.1563423,0.13876258,0.116066396,0.09643474,0.08643081,0.071863376,0.06929814,0.06138956,0.012862467,0.11233305,0.023236103,0.15577558,0.22939754,0.12877746,0.14569302,0.11454076,0.029241743,0.018401451,0.029740836
ENSG00000141384,0.029580504,0.047912553,0.13209498,0.13414921,0.119859636,0.109530024,0.10802048,0.10014301,0.07396762,0.07360263,0.07113931,0.011940866,0.10374395,0.1573948,0.33543742,0.16173303,0.064771675,0.06539605,0.040306747,0.020079006,0.014191838,0.025004651
ENSG00000198795,0.019659135,0.032135356,0.14087097,0.16606736,0.14498542,0.1257994,0.10949973,0.08611929,0.061911702,0.060519204,0.05243244,0.007998085,0.07015674,0.012220072,0.092284046,0.17697257,0.1660005,0.18535586,0.17236827,0.045101307,0.023385724,0.048156787
ENSG00000070614,0.02483567,0.041909046,0.15192273,0.16565147,0.13298191,0.10844175,0.09644248,0.08470651,0.06502539,0.06336253,0.06472057,0.01927655,0.15823066,0.0423752,0.13208164,0.1613564,0.13255644,0.14091377,0.12836647,0.03263467,0.01703125,0.035177007
ENSG00000146729,0.031189084,0.050168026,0.13638553,0.13535218,0.11866954,0.10396755,0.09659304,0.09108431,0.080330014,0.07976528,0.076495476,0.005615941,0.049412046,0.07797611,0.20221953,0.19611849,0.14236188,0.19729018,0.07394813,0.0295347,0.010576318,0.0149466805
ENSG00000157764,0.033646602,0.05481299,0.108918734,0.11571249,0.11116317,0.10935342,0.11525323,0.109645136,0.08122837,0.080973856,0.07929198,0.009095687,0.07986982,0.027320424,0.1463055,0.21685931,0.1687046,0.15268432,0.10821984,0.04908006,0.017367532,0.024493022
ENSG00000125124,0.035112828,0.056565512,0.110173,0.11570683,0.110190965,0.105424255,0.10718718,0.10432315,0.08587942,0.08560857,0.083828226,0.004300914,0.03782659,0.20874563,0.31782755,0.20142855,0.097540334,0.09219961,0.017344141,0.008057603,0.005455994,0.009273156
ENSG00000157823,0.0346641,0.055907417,0.109169476,0.11506358,0.110132046,0.10643673,0.10994987,0.10747612,0.08448209,0.08421117,0.08250739,0.0047705527,0.041896917,0.23033614,0.34238717,0.19198103,0.07413252,0.051892158,0.034652337,0.010429415,0.006665501,0.010856289
ENSG00000120708,0.028558092,0.04619454,0.12706122,0.12896012,0.1159714,0.106820695,0.1066003,0.10639423,0.0871546,0.07521995,0.07106489,0.0036629066,0.03223802,0.17823955,0.27464885,0.18606183,0.11211562,0.09820856,0.06489958,0.031964056,0.0076514706,0.010309571
ENSG00000090447,0.031189084,0.050168026,0.13638553,0.13535218,0.11866954,0.10396755,0.09659304,0.09108431,0.080330014,0.07976528,0.076495476,0.0064738016,0.056898303,0.019501297,0.10503564,0.1621218,0.14540178,0.16694674,0.1765952,0.09123949,0.025211079,0.044574887
ENSG00000249915,0.035747863,0.057543203,0.11188773,0.116943315,0.11031818,0.10388601,0.10308345,0.098665245,0.08817555,0.08790163,0.08584781,0.0037987526,0.03343052,0.18480523,0.28439963,0.19147928,0.113355845,0.097503945,0.04456931,0.01631588,0.009368952,0.020972662
