ENSG00000084710,0.108166106,0.09740759,0.099918246,0.09495691,0.106231816,0.09954684,0.09618263,0.0851918,0.07727029,0.089455016,0.045672722,0.042789664,0.34307146,0.24903236,0.093106,0.02152005,0.03224258,0.035921123,0.09705629,0.0323308,0.022856789,0.030072873
ENSG00000124839,0.09342854,0.09083966,0.071118996,0.052715983,0.065217294,0.07215942,0.08052024,0.10703616,0.124277696,0.14852437,0.09416168,0.075921245,0.35353607,0.071302935,0.101577856,0.037369885,0.046958603,0.052579828,0.09318696,0.060379125,0.045614254,0.061573282
ENSG00000132321,0.11412015,0.10037331,0.09997208,0.09595272,0.101374246,0.09602334,0.09462788,0.08723915,0.072483,0.09198121,0.04585288,0.040879183,0.19110733,0.03702496,0.15788361,0.04398039,0.07144569,0.075330175,0.21687189,0.0631961,0.067349605,0.034931105
ENSG00000138032,0.11128959,0.102665745,0.11567131,0.0909634,0.093471,0.0898817,0.089192264,0.08938592,0.07420589,0.09565047,0.047622707,0.0673039,0.23565114,0.032659043,0.15261115,0.04060524,0.061373077,0.06972424,0.16802348,0.06402953,0.046390757,0.0616285
ENSG00000179222,0.10737178,0.09988804,0.10132495,0.096695125,0.10263511,0.095922716,0.09105309,0.08729665,0.07238,0.09636729,0.049065243,0.038222875,0.31050524,0.24325079,0.110189915,0.024842776,0.04240531,0.11450859,0.042860717,0.026786465,0.019846587,0.026580725
ENSG00000162804,0.10613154,0.09887291,0.10018137,0.095686756,0.10152084,0.09528154,0.09488868,0.08765707,0.08061655,0.09199912,0.047163673,0.031701498,0.2587586,0.20955628,0.1140675,0.028935168,0.046135154,0.04794093,0.14229266,0.035547882,0.02252448,0.062539816
ENSG00000121578,0.116192274,0.10325648,0.106420614,0.09382996,0.095703565,0.09197188,0.09141239,0.08603471,0.07281323,0.095209286,0.0471556,0.04482833,0.35667276,0.24834576,0.088023305,0.021279488,0.031542473,0.03566127,0.08582674,0.032691497,0.023677904,0.0314505
ENSG00000115271,0.10315978,0.096852906,0.102185406,0.0959248,0.104138546,0.09554858,0.09009867,0.0793469,0.09997869,0.08330204,0.049463704,0.043170992,0.34518534,0.24684027,0.0903169,0.021214072,0.03167898,0.035546422,0.09911528,0.033267584,0.023236278,0.030427903
ENSG00000180611,0.111784965,0.09737828,0.1206989,0.08658954,0.09825154,0.0878762,0.08111265,0.064431794,0.08646469,0.10961962,0.055791788,0.042789664,0.34307146,0.24903236,0.093106,0.02152005,0.03224258,0.035921123,0.09705629,0.0323308,0.022856789,0.030072873
ENSG00000067842,0.14833634,0.09835984,0.06181525,0.04354085,0.061907016,0.08355907,0.11974888,0.1096382,0.09799863,0.10684488,0.068251066,0.041209284,0.33356115,0.25555712,0.106964,0.023492156,0.035157386,0.036956195,0.06728267,0.035554804,0.035249833,0.029015427
