"","ENSEMBL","annotation","count"
"7506","ENSG00000119915","Distal Intergenic",1
"7507","ENSG00000119917","Promoter (1-2kb)",1
"7508","ENSG00000119919","Distal Intergenic",7
"7509","ENSG00000119919","Promoter (<=1kb)",2
"7510","ENSG00000119922","Intron",1
"7511","ENSG00000119927","Distal Intergenic",12
"7512","ENSG00000119927","Promoter (1-2kb)",1
"7513","ENSG00000119929","3' UTR",1
"7514","ENSG00000119938","Distal Intergenic",7
"7515","ENSG00000119946","Distal Intergenic",8
"7516","ENSG00000119946","Intron",3
"7517","ENSG00000119953","Distal Intergenic",3
"7518","ENSG00000119965","Distal Intergenic",1
"7519","ENSG00000119965","Intron",1
"7520","ENSG00000119969","3' UTR",1
"7521","ENSG00000119969","Distal Intergenic",2
"7522","ENSG00000119969","Intron",2
"7523","ENSG00000119977","Exon",1
"7524","ENSG00000119986","Intron",1
"7525","ENSG00000120008","Distal Intergenic",10
"7526","ENSG00000120008","Intron",2
"7527","ENSG00000120029","Distal Intergenic",1
"7528","ENSG00000120029","Exon",1
"7529","ENSG00000120029","Intron",8
"7530","ENSG00000120049","Intron",2
"7531","ENSG00000120049","Promoter (<=1kb)",2
"7532","ENSG00000120049","Promoter (2-3kb)",1
"7533","ENSG00000120053","Distal Intergenic",5
"7534","ENSG00000120053","Intron",1
"7535","ENSG00000120054","Distal Intergenic",3
"7536","ENSG00000120054","Intron",3
"7537","ENSG00000120054","Promoter (<=1kb)",1
"7538","ENSG00000120054","Promoter (1-2kb)",1
"7539","ENSG00000120057","Distal Intergenic",5
"7540","ENSG00000120057","Promoter (<=1kb)",1
"7541","ENSG00000120063","Distal Intergenic",1
"7542","ENSG00000120063","Intron",3
"7543","ENSG00000120071","3' UTR",1
"7544","ENSG00000120071","Distal Intergenic",4
"7545","ENSG00000120071","Exon",2
"7546","ENSG00000120071","Intron",17
"7547","ENSG00000120088","Intron",9
"7548","ENSG00000120088","Promoter (<=1kb)",1
"7549","ENSG00000120088","Promoter (2-3kb)",1
"7550","ENSG00000120094","Distal Intergenic",1
"7551","ENSG00000120129","Distal Intergenic",2
"7552","ENSG00000120137","Distal Intergenic",3
"7553","ENSG00000120137","Downstream (1-2kb)",1
"7554","ENSG00000120149","Distal Intergenic",12
"7555","ENSG00000120156","Intron",4
"7556","ENSG00000120158","Exon",1
"7557","ENSG00000120158","Promoter (<=1kb)",2
"7558","ENSG00000120159","Distal Intergenic",3
"7559","ENSG00000120159","Promoter (<=1kb)",1
"7560","ENSG00000120160","Exon",2
"7561","ENSG00000120160","Intron",4
"7562","ENSG00000120162","3' UTR",1
"7563","ENSG00000120162","Distal Intergenic",1
"7564","ENSG00000120162","Promoter (<=1kb)",1
"7565","ENSG00000120210","Distal Intergenic",1
"7566","ENSG00000120210","Promoter (<=1kb)",1
"7567","ENSG00000120211","Distal Intergenic",1
"7568","ENSG00000120211","Promoter (<=1kb)",2
"7569","ENSG00000120215","Distal Intergenic",2
"7570","ENSG00000120217","Promoter (<=1kb)",2
"7571","ENSG00000120242","Distal Intergenic",1
"7572","ENSG00000120251","Distal Intergenic",6
"7573","ENSG00000120251","Intron",4
"7574","ENSG00000120253","Promoter (1-2kb)",1
"7575","ENSG00000120254","Exon",1
"7576","ENSG00000120254","Intron",7
"7577","ENSG00000120256","Intron",1
"7578","ENSG00000120265","Intron",1
"7579","ENSG00000120278","Distal Intergenic",6
"7580","ENSG00000120278","Intron",10
"7581","ENSG00000120278","Promoter (<=1kb)",2
"7582","ENSG00000120278","Promoter (2-3kb)",1
"7583","ENSG00000120279","Distal Intergenic",1
"7584","ENSG00000120279","Intron",1
"7585","ENSG00000120280","Distal Intergenic",1
"7586","ENSG00000120306","Intron",4
"7587","ENSG00000120314","Promoter (<=1kb)",1
"7588","ENSG00000120314","Promoter (2-3kb)",1
"7589","ENSG00000120318","5' UTR",1
"7590","ENSG00000120318","Distal Intergenic",4
"7591","ENSG00000120318","Intron",1
"7592","ENSG00000120322","Promoter (<=1kb)",1
"7593","ENSG00000120329","Distal Intergenic",2
"7594","ENSG00000120332","Distal Intergenic",2
"7595","ENSG00000120333","Distal Intergenic",1
"7596","ENSG00000120333","Promoter (1-2kb)",1
"7597","ENSG00000120334","Promoter (1-2kb)",1
"7598","ENSG00000120337","Distal Intergenic",7
"7599","ENSG00000120341","Distal Intergenic",2
"7600","ENSG00000120341","Exon",2
"7601","ENSG00000120341","Intron",4
"7602","ENSG00000120341","Promoter (2-3kb)",1
"7603","ENSG00000120370","Distal Intergenic",1
"7604","ENSG00000120437","Promoter (2-3kb)",1
"7605","ENSG00000120440","Downstream (2-3kb)",1
"7606","ENSG00000120451","Distal Intergenic",7
"7607","ENSG00000120451","Intron",1
"7608","ENSG00000120458","Promoter (1-2kb)",1
"7609","ENSG00000120458","Promoter (2-3kb)",1
"7610","ENSG00000120471","Distal Intergenic",1
"7611","ENSG00000120471","Downstream (1-2kb)",1
"7612","ENSG00000120498","Distal Intergenic",1
"7613","ENSG00000120498","Intron",2
"7614","ENSG00000120500","Intron",1
"7615","ENSG00000120519","Distal Intergenic",2
"7616","ENSG00000120519","Intron",1
"7617","ENSG00000120539","Downstream (<1kb)",1
"7618","ENSG00000120539","Promoter (2-3kb)",1
"7619","ENSG00000120549","Distal Intergenic",1
"7620","ENSG00000120549","Exon",1
"7621","ENSG00000120549","Intron",13
"7622","ENSG00000120563","Distal Intergenic",10
"7623","ENSG00000120563","Intron",1
"7624","ENSG00000120594","Distal Intergenic",1
"7625","ENSG00000120594","Intron",3
"7626","ENSG00000120645","Distal Intergenic",2
"7627","ENSG00000120645","Intron",4
"7628","ENSG00000120645","Promoter (<=1kb)",1
"7629","ENSG00000120645","Promoter (2-3kb)",1
"7630","ENSG00000120647","Exon",1
"7631","ENSG00000120647","Intron",5
"7632","ENSG00000120647","Promoter (<=1kb)",2
"7633","ENSG00000120658","Downstream (<1kb)",1
"7634","ENSG00000120658","Downstream (1-2kb)",1
"7635","ENSG00000120658","Intron",13
"7636","ENSG00000120658","Promoter (<=1kb)",1
"7637","ENSG00000120659","Distal Intergenic",6
"7638","ENSG00000120659","Intron",1
"7639","ENSG00000120662","Intron",1
"7640","ENSG00000120662","Promoter (1-2kb)",1
"7641","ENSG00000120664","Promoter (<=1kb)",1
"7642","ENSG00000120669","Intron",1
"7643","ENSG00000120685","Exon",1
"7644","ENSG00000120685","Intron",1
"7645","ENSG00000120688","Distal Intergenic",1
"7646","ENSG00000120688","Intron",2
"7647","ENSG00000120690","Distal Intergenic",1
"7648","ENSG00000120690","Intron",1
"7649","ENSG00000120705","Distal Intergenic",1
"7650","ENSG00000120708","Intron",1
"7651","ENSG00000120708","Promoter (1-2kb)",1
"7652","ENSG00000120725","Distal Intergenic",4
"7653","ENSG00000120725","Intron",16
"7654","ENSG00000120725","Promoter (2-3kb)",1
"7655","ENSG00000120729","Intron",2
"7656","ENSG00000120729","Promoter (1-2kb)",1
"7657","ENSG00000120733","Intron",1
"7658","ENSG00000120738","Distal Intergenic",2
"7659","ENSG00000120742","Intron",2
"7660","ENSG00000120742","Promoter (<=1kb)",1
"7661","ENSG00000120784","Downstream (<1kb)",1
"7662","ENSG00000120784","Intron",2
"7663","ENSG00000120798","3' UTR",1
"7664","ENSG00000120800","Intron",1
"7665","ENSG00000120805","Distal Intergenic",2
"7666","ENSG00000120805","Exon",1
"7667","ENSG00000120805","Intron",2
"7668","ENSG00000120820","Intron",1
"7669","ENSG00000120820","Promoter (<=1kb)",1
"7670","ENSG00000120832","3' UTR",1
"7671","ENSG00000120832","Intron",5
"7672","ENSG00000120832","Promoter (<=1kb)",1
"7673","ENSG00000120833","Distal Intergenic",2
"7674","ENSG00000120833","Intron",2
"7675","ENSG00000120837","Distal Intergenic",1
"7676","ENSG00000120875","Distal Intergenic",20
"7677","ENSG00000120885","3' UTR",1
"7678","ENSG00000120885","Distal Intergenic",4
"7679","ENSG00000120889","Promoter (2-3kb)",1
"7680","ENSG00000120899","Intron",6
"7681","ENSG00000120899","Promoter (2-3kb)",1
"7682","ENSG00000120903","Distal Intergenic",1
"7683","ENSG00000120903","Intron",3
"7684","ENSG00000120903","Promoter (1-2kb)",1
"7685","ENSG00000120903","Promoter (2-3kb)",1
"7686","ENSG00000120907","Distal Intergenic",4
"7687","ENSG00000120907","Intron",5
"7688","ENSG00000120910","Intron",5
"7689","ENSG00000120910","Promoter (2-3kb)",1
"7690","ENSG00000120913","Exon",1
"7691","ENSG00000120913","Intron",1
"7692","ENSG00000120913","Promoter (2-3kb)",1
"7693","ENSG00000120915","Intron",1
"7694","ENSG00000120915","Promoter (<=1kb)",1
"7695","ENSG00000120937","Distal Intergenic",3
"7696","ENSG00000120937","Promoter (<=1kb)",1
"7697","ENSG00000120948","Distal Intergenic",1
"7698","ENSG00000120948","Intron",1
"7699","ENSG00000120949","Distal Intergenic",1
"7700","ENSG00000120949","Intron",1
"7701","ENSG00000120963","Distal Intergenic",4
"7702","ENSG00000121057","Distal Intergenic",2
"7703","ENSG00000121060","Promoter (1-2kb)",1
"7704","ENSG00000121064","Distal Intergenic",1
"7705","ENSG00000121067","Exon",2
"7706","ENSG00000121067","Intron",5
"7707","ENSG00000121068","Intron",5
"7708","ENSG00000121073","Downstream (1-2kb)",1
"7709","ENSG00000121073","Intron",3
"7710","ENSG00000121075","Distal Intergenic",3
"7711","ENSG00000121075","Promoter (1-2kb)",1
"7712","ENSG00000121101","5' UTR",1
"7713","ENSG00000121101","Intron",3
"7714","ENSG00000121104","Intron",4
"7715","ENSG00000121104","Promoter (<=1kb)",1
"7716","ENSG00000121104","Promoter (1-2kb)",1
"7717","ENSG00000121104","Promoter (2-3kb)",2
"7718","ENSG00000121152","Distal Intergenic",2
"7719","ENSG00000121207","Promoter (1-2kb)",1
"7720","ENSG00000121207","Promoter (2-3kb)",1
"7721","ENSG00000121210","Intron",6
"7722","ENSG00000121236","Promoter (1-2kb)",1
"7723","ENSG00000121270","Exon",2
"7724","ENSG00000121270","Intron",1
"7725","ENSG00000121274","Distal Intergenic",1
"7726","ENSG00000121274","Intron",3
"7727","ENSG00000121274","Promoter (1-2kb)",2
"7728","ENSG00000121281","Exon",2
"7729","ENSG00000121281","Intron",4
"7730","ENSG00000121281","Promoter (1-2kb)",2
"7731","ENSG00000121289","5' UTR",2
"7732","ENSG00000121289","Intron",3
"7733","ENSG00000121297","Intron",1
"7734","ENSG00000121297","Promoter (<=1kb)",1
"7735","ENSG00000121316","Exon",3
"7736","ENSG00000121316","Intron",1
"7737","ENSG00000121316","Promoter (2-3kb)",1
"7738","ENSG00000121335","Distal Intergenic",3
"7739","ENSG00000121350","5' UTR",1
"7740","ENSG00000121351","Promoter (1-2kb)",1
"7741","ENSG00000121361","Distal Intergenic",1
"7742","ENSG00000121377","Distal Intergenic",2
"7743","ENSG00000121380","Intron",2
"7744","ENSG00000121390","Promoter (2-3kb)",1
"7745","ENSG00000121413","Promoter (2-3kb)",1
"7746","ENSG00000121417","Distal Intergenic",1
"7747","ENSG00000121417","Intron",2
"7748","ENSG00000121440","Intron",2
"7749","ENSG00000121446","Intron",2
"7750","ENSG00000121454","Distal Intergenic",1
"7751","ENSG00000121481","Distal Intergenic",1
"7752","ENSG00000121481","Intron",1
"7753","ENSG00000121481","Promoter (2-3kb)",2
"7754","ENSG00000121542","Distal Intergenic",1
"7755","ENSG00000121542","Intron",2
"7756","ENSG00000121542","Promoter (1-2kb)",1
"7757","ENSG00000121552","Intron",2
"7758","ENSG00000121578","Intron",1
"7759","ENSG00000121594","Promoter (1-2kb)",1
"7760","ENSG00000121621","Exon",1
"7761","ENSG00000121621","Intron",1
"7762","ENSG00000121644","Distal Intergenic",1
"7763","ENSG00000121644","Intron",9
"7764","ENSG00000121653","Intron",1
"7765","ENSG00000121653","Promoter (<=1kb)",1
"7766","ENSG00000121671","Intron",1
"7767","ENSG00000121671","Promoter (1-2kb)",1
"7768","ENSG00000121690","Distal Intergenic",1
"7769","ENSG00000121690","Promoter (1-2kb)",1
"7770","ENSG00000121691","3' UTR",1
"7771","ENSG00000121691","Distal Intergenic",2
"7772","ENSG00000121741","5' UTR",1
"7773","ENSG00000121741","Distal Intergenic",3
"7774","ENSG00000121742","Distal Intergenic",2
"7775","ENSG00000121743","3' UTR",1
"7776","ENSG00000121743","Distal Intergenic",2
"7777","ENSG00000121753","Distal Intergenic",4
"7778","ENSG00000121753","Intron",1
"7779","ENSG00000121753","Promoter (<=1kb)",1
"7780","ENSG00000121753","Promoter (1-2kb)",1
"7781","ENSG00000121753","Promoter (2-3kb)",1
"7782","ENSG00000121764","Distal Intergenic",2
"7783","ENSG00000121766","Intron",3
"7784","ENSG00000121769","Intron",1
"7785","ENSG00000121769","Promoter (2-3kb)",2
"7786","ENSG00000121774","Distal Intergenic",3
"7787","ENSG00000121774","Intron",1
"7788","ENSG00000121775","Intron",1
"7789","ENSG00000121775","Promoter (<=1kb)",1
"7790","ENSG00000121807","Distal Intergenic",1
"7791","ENSG00000121851","Intron",1
"7792","ENSG00000121853","Distal Intergenic",8
"7793","ENSG00000121853","Downstream (<1kb)",1
"7794","ENSG00000121853","Intron",7
"7795","ENSG00000121853","Promoter (2-3kb)",1
"7796","ENSG00000121858","Distal Intergenic",7
"7797","ENSG00000121864","Distal Intergenic",1
"7798","ENSG00000121864","Intron",1
"7799","ENSG00000121871","Distal Intergenic",5
"7800","ENSG00000121892","Intron",1
"7801","ENSG00000121892","Promoter (1-2kb)",1
"7802","ENSG00000121895","Distal Intergenic",1
"7803","ENSG00000121895","Intron",1
"7804","ENSG00000121895","Promoter (2-3kb)",1
"7805","ENSG00000121897","3' UTR",1
"7806","ENSG00000121897","Intron",1
"7807","ENSG00000121898","Distal Intergenic",2
"7808","ENSG00000121898","Intron",4
"7809","ENSG00000121898","Promoter (<=1kb)",1
"7810","ENSG00000121900","Promoter (<=1kb)",1
"7811","ENSG00000121904","Intron",2
"7812","ENSG00000121905","Distal Intergenic",1
"7813","ENSG00000121905","Promoter (1-2kb)",1
"7814","ENSG00000121931","Distal Intergenic",4
"7815","ENSG00000121931","Promoter (<=1kb)",1
"7816","ENSG00000121940","Exon",2
"7817","ENSG00000121940","Intron",2
"7818","ENSG00000121940","Promoter (<=1kb)",1
"7819","ENSG00000121957","Intron",2
"7820","ENSG00000121964","3' UTR",1
"7821","ENSG00000121964","Distal Intergenic",3
"7822","ENSG00000121964","Intron",11
"7823","ENSG00000121988","Intron",3
"7824","ENSG00000121989","Distal Intergenic",6
"7825","ENSG00000121989","Exon",1
"7826","ENSG00000121989","Intron",3
"7827","ENSG00000122008","Intron",2
"7828","ENSG00000122012","Distal Intergenic",5
"7829","ENSG00000122012","Intron",3
"7830","ENSG00000122025","Distal Intergenic",1
"7831","ENSG00000122025","Intron",2
"7832","ENSG00000122026","Distal Intergenic",1
"7833","ENSG00000122026","Promoter (<=1kb)",1
"7834","ENSG00000122033","Distal Intergenic",1
"7835","ENSG00000122034","Distal Intergenic",6
"7836","ENSG00000122034","Promoter (<=1kb)",1
"7837","ENSG00000122034","Promoter (1-2kb)",1
"7838","ENSG00000122035","Distal Intergenic",3
"7839","ENSG00000122042","3' UTR",1
"7840","ENSG00000122042","Distal Intergenic",3
"7841","ENSG00000122042","Intron",3
"7842","ENSG00000122042","Promoter (2-3kb)",1
"7843","ENSG00000122043","Distal Intergenic",6
"7844","ENSG00000122068","Intron",2
"7845","ENSG00000122176","Distal Intergenic",5
"7846","ENSG00000122180","3' UTR",1
"7847","ENSG00000122194","Distal Intergenic",2
"7848","ENSG00000122194","Intron",1
"7849","ENSG00000122203","Intron",1
"7850","ENSG00000122223","Intron",1
"7851","ENSG00000122223","Promoter (1-2kb)",1
"7852","ENSG00000122224","Distal Intergenic",1
"7853","ENSG00000122224","Intron",1
"7854","ENSG00000122224","Promoter (1-2kb)",1
"7855","ENSG00000122254","Intron",1
"7856","ENSG00000122257","Distal Intergenic",11
"7857","ENSG00000122257","Exon",1
"7858","ENSG00000122299","Promoter (<=1kb)",1
"7859","ENSG00000122335","Exon",1
"7860","ENSG00000122335","Intron",3
"7861","ENSG00000122367","Promoter (<=1kb)",1
"7862","ENSG00000122375","Distal Intergenic",1
"7863","ENSG00000122376","Intron",6
"7864","ENSG00000122390","Intron",1
"7865","ENSG00000122390","Promoter (1-2kb)",1
"7866","ENSG00000122417","Distal Intergenic",4
"7867","ENSG00000122417","Intron",2
"7868","ENSG00000122420","Distal Intergenic",1
"7869","ENSG00000122477","Intron",2
"7870","ENSG00000122482","Distal Intergenic",5
"7871","ENSG00000122482","Exon",1
"7872","ENSG00000122483","Distal Intergenic",1
"7873","ENSG00000122483","Exon",1
"7874","ENSG00000122483","Intron",4
"7875","ENSG00000122484","Intron",3
"7876","ENSG00000122507","Intron",1
"7877","ENSG00000122507","Promoter (<=1kb)",1
"7878","ENSG00000122515","3' UTR",2
"7879","ENSG00000122515","Distal Intergenic",2
"7880","ENSG00000122515","Promoter (<=1kb)",3
"7881","ENSG00000122515","Promoter (1-2kb)",1
"7882","ENSG00000122543","Distal Intergenic",1
"7883","ENSG00000122545","Distal Intergenic",6
"7884","ENSG00000122545","Intron",2
"7885","ENSG00000122547","Distal Intergenic",8
"7886","ENSG00000122547","Intron",8
"7887","ENSG00000122550","Promoter (1-2kb)",1
"7888","ENSG00000122557","Distal Intergenic",2
"7889","ENSG00000122557","Intron",2
"7890","ENSG00000122557","Promoter (<=1kb)",1
"7891","ENSG00000122565","Distal Intergenic",1
"7892","ENSG00000122566","Intron",1
"7893","ENSG00000122574","Distal Intergenic",3
"7894","ENSG00000122574","Intron",2
"7895","ENSG00000122574","Promoter (1-2kb)",1
"7896","ENSG00000122584","Distal Intergenic",3
"7897","ENSG00000122585","Distal Intergenic",6
"7898","ENSG00000122591","Distal Intergenic",1
"7899","ENSG00000122591","Intron",3
"7900","ENSG00000122591","Promoter (1-2kb)",1
"7901","ENSG00000122592","Promoter (2-3kb)",1
"7902","ENSG00000122641","Distal Intergenic",4
"7903","ENSG00000122642","Intron",2
"7904","ENSG00000122643","Distal Intergenic",2
"7905","ENSG00000122643","Intron",1
"7906","ENSG00000122644","Distal Intergenic",14
"7907","ENSG00000122644","Intron",2
"7908","ENSG00000122678","Distal Intergenic",1
"7909","ENSG00000122678","Promoter (1-2kb)",1
"7910","ENSG00000122679","Distal Intergenic",5
"7911","ENSG00000122679","Intron",1
"7912","ENSG00000122691","Distal Intergenic",1
"7913","ENSG00000122692","Distal Intergenic",5
"7914","ENSG00000122692","Intron",1
"7915","ENSG00000122692","Promoter (<=1kb)",1
"7916","ENSG00000122694","Exon",1
"7917","ENSG00000122694","Intron",2
"7918","ENSG00000122694","Promoter (<=1kb)",2
"7919","ENSG00000122696","Distal Intergenic",1
"7920","ENSG00000122696","Downstream (1-2kb)",2
"7921","ENSG00000122696","Exon",1
"7922","ENSG00000122696","Intron",6
"7923","ENSG00000122696","Promoter (<=1kb)",1
"7924","ENSG00000122705","Intron",1
"7925","ENSG00000122705","Promoter (<=1kb)",1
"7926","ENSG00000122707","Distal Intergenic",2
"7927","ENSG00000122707","Promoter (<=1kb)",2
"7928","ENSG00000122707","Promoter (1-2kb)",1
"7929","ENSG00000122711","Distal Intergenic",3
"7930","ENSG00000122711","Downstream (2-3kb)",1
"7931","ENSG00000122728","Distal Intergenic",3
"7932","ENSG00000122728","Intron",1
"7933","ENSG00000122729","Distal Intergenic",5
"7934","ENSG00000122729","Intron",3
"7935","ENSG00000122729","Promoter (<=1kb)",1
"7936","ENSG00000122733","Distal Intergenic",2
"7937","ENSG00000122733","Intron",1
"7938","ENSG00000122733","Promoter (<=1kb)",1
"7939","ENSG00000122741","Intron",2
"7940","ENSG00000122741","Promoter (<=1kb)",1
"7941","ENSG00000122756","Promoter (1-2kb)",1
"7942","ENSG00000122778","Intron",2
"7943","ENSG00000122779","Distal Intergenic",6
"7944","ENSG00000122779","Exon",1
"7945","ENSG00000122779","Intron",2
"7946","ENSG00000122786","Distal Intergenic",7
"7947","ENSG00000122786","Intron",19
"7948","ENSG00000122786","Promoter (<=1kb)",2
"7949","ENSG00000122786","Promoter (1-2kb)",2
"7950","ENSG00000122786","Promoter (2-3kb)",1
"7951","ENSG00000122824","Distal Intergenic",1
"7952","ENSG00000122859","Distal Intergenic",6
"7953","ENSG00000122859","Promoter (<=1kb)",1
"7954","ENSG00000122862","Distal Intergenic",1
"7955","ENSG00000122863","3' UTR",1
"7956","ENSG00000122863","Intron",5
"7957","ENSG00000122870","Distal Intergenic",3
"7958","ENSG00000122870","Intron",1
"7959","ENSG00000122873","Intron",1
"7960","ENSG00000122877","Distal Intergenic",2
"7961","ENSG00000122882","Intron",1
"7962","ENSG00000122884","Intron",2
"7963","ENSG00000122912","Distal Intergenic",2
"7964","ENSG00000122912","Intron",4
"7965","ENSG00000122912","Promoter (2-3kb)",1
"7966","ENSG00000122952","Distal Intergenic",24
"7967","ENSG00000122958","Distal Intergenic",1
"7968","ENSG00000122958","Intron",2
"7969","ENSG00000122965","Distal Intergenic",6
"7970","ENSG00000122966","Distal Intergenic",4
"7971","ENSG00000122966","Intron",14
"7972","ENSG00000122966","Promoter (1-2kb)",1
"7973","ENSG00000122970","Distal Intergenic",4
"7974","ENSG00000122970","Intron",5
"7975","ENSG00000122970","Promoter (<=1kb)",1
"7976","ENSG00000122971","Intron",2
"7977","ENSG00000123066","Distal Intergenic",2
"7978","ENSG00000123066","Intron",4
"7979","ENSG00000123091","Distal Intergenic",5
"7980","ENSG00000123091","Intron",1
"7981","ENSG00000123094","Distal Intergenic",1
"7982","ENSG00000123094","Intron",7
"7983","ENSG00000123094","Promoter (<=1kb)",1
"7984","ENSG00000123095","Intron",1
"7985","ENSG00000123095","Promoter (2-3kb)",1
"7986","ENSG00000123096","Distal Intergenic",1
"7987","ENSG00000123096","Intron",2
"7988","ENSG00000123104","Distal Intergenic",2
"7989","ENSG00000123104","Intron",11
"7990","ENSG00000123106","Distal Intergenic",3
"7991","ENSG00000123106","Intron",3
"7992","ENSG00000123130","Intron",1
"7993","ENSG00000123131","Distal Intergenic",1
"7994","ENSG00000123136","3' UTR",1
"7995","ENSG00000123136","Distal Intergenic",1
"7996","ENSG00000123136","Intron",1
"7997","ENSG00000123136","Promoter (<=1kb)",2
"7998","ENSG00000123143","Distal Intergenic",1
"7999","ENSG00000123143","Intron",2
"8000","ENSG00000123143","Promoter (<=1kb)",1
"8001","ENSG00000123146","Distal Intergenic",11
"8002","ENSG00000123146","Exon",1
"8003","ENSG00000123146","Intron",4
"8004","ENSG00000123154","Exon",2
"8005","ENSG00000123171","Distal Intergenic",2
"8006","ENSG00000123179","Intron",1
"8007","ENSG00000123200","3' UTR",1
"8008","ENSG00000123200","Exon",1
"8009","ENSG00000123200","Intron",5
"8010","ENSG00000123200","Promoter (<=1kb)",1
"8011","ENSG00000123201","Exon",2
"8012","ENSG00000123201","Intron",1
"8013","ENSG00000123201","Promoter (2-3kb)",1
"8014","ENSG00000123213","Intron",5
"8015","ENSG00000123240","Exon",1
"8016","ENSG00000123240","Intron",1
"8017","ENSG00000123243","Distal Intergenic",1
"8018","ENSG00000123243","Intron",5
"8019","ENSG00000123243","Promoter (2-3kb)",1
"8020","ENSG00000123268","Intron",2
"8021","ENSG00000123329","Intron",2
"8022","ENSG00000123329","Promoter (2-3kb)",1
"8023","ENSG00000123342","Distal Intergenic",4
"8024","ENSG00000123342","Promoter (<=1kb)",1
"8025","ENSG00000123352","Intron",1
"8026","ENSG00000123352","Promoter (2-3kb)",1
"8027","ENSG00000123358","Promoter (<=1kb)",1
"8028","ENSG00000123358","Promoter (1-2kb)",1
"8029","ENSG00000123360","Exon",1
"8030","ENSG00000123360","Intron",2
"8031","ENSG00000123360","Promoter (2-3kb)",1
"8032","ENSG00000123364","Distal Intergenic",11
"8033","ENSG00000123384","Exon",1
"8034","ENSG00000123384","Intron",1
"8035","ENSG00000123384","Promoter (<=1kb)",1
"8036","ENSG00000123384","Promoter (1-2kb)",1
"8037","ENSG00000123384","Promoter (2-3kb)",1
"8038","ENSG00000123395","Distal Intergenic",1
"8039","ENSG00000123395","Intron",2
"8040","ENSG00000123405","Distal Intergenic",1
"8041","ENSG00000123405","Promoter (<=1kb)",1
"8042","ENSG00000123415","Distal Intergenic",3
"8043","ENSG00000123415","Promoter (2-3kb)",1
"8044","ENSG00000123416","Distal Intergenic",4
"8045","ENSG00000123444","Exon",1
"8046","ENSG00000123453","Distal Intergenic",3
"8047","ENSG00000123453","Downstream (1-2kb)",1
"8048","ENSG00000123453","Intron",6
"8049","ENSG00000123453","Promoter (<=1kb)",1
"8050","ENSG00000123454","Distal Intergenic",4
"8051","ENSG00000123473","3' UTR",1
"8052","ENSG00000123473","Distal Intergenic",1
"8053","ENSG00000123473","Intron",2
"8054","ENSG00000123500","Promoter (<=1kb)",1
"8055","ENSG00000123500","Promoter (2-3kb)",1
"8056","ENSG00000123505","Distal Intergenic",1
"8057","ENSG00000123505","Intron",3
"8058","ENSG00000123562","Distal Intergenic",1
"8059","ENSG00000123569","Distal Intergenic",3
"8060","ENSG00000123572","Intron",1
"8061","ENSG00000123575","Distal Intergenic",1
"8062","ENSG00000123576","Distal Intergenic",7
"8063","ENSG00000123600","Intron",2
"8064","ENSG00000123609","3' UTR",1
"8065","ENSG00000123609","Distal Intergenic",1
"8066","ENSG00000123610","Distal Intergenic",1
"8067","ENSG00000123610","Intron",1
"8068","ENSG00000123612","Distal Intergenic",6
"8069","ENSG00000123612","Promoter (2-3kb)",1
"8070","ENSG00000123636","3' UTR",1
"8071","ENSG00000123636","Exon",2
"8072","ENSG00000123636","Intron",20
"8073","ENSG00000123636","Promoter (2-3kb)",1
"8074","ENSG00000123643","Distal Intergenic",3
"8075","ENSG00000123643","Exon",1
"8076","ENSG00000123684","Distal Intergenic",5
"8077","ENSG00000123684","Intron",6
"8078","ENSG00000123685","Distal Intergenic",1
"8079","ENSG00000123685","Downstream (<1kb)",1
"8080","ENSG00000123685","Intron",1
"8081","ENSG00000123689","Distal Intergenic",1
"8082","ENSG00000123700","3' UTR",1
"8083","ENSG00000123700","Distal Intergenic",36
"8084","ENSG00000123737","Distal Intergenic",1
"8085","ENSG00000123737","Exon",1
"8086","ENSG00000123810","Promoter (<=1kb)",1
"8087","ENSG00000123810","Promoter (1-2kb)",1
"8088","ENSG00000123810","Promoter (2-3kb)",2
"8089","ENSG00000123815","Promoter (<=1kb)",1
"8090","ENSG00000123815","Promoter (1-2kb)",1
"8091","ENSG00000123815","Promoter (2-3kb)",1
"8092","ENSG00000123836","Exon",1
"8093","ENSG00000123836","Intron",2
"8094","ENSG00000123836","Promoter (2-3kb)",2
"8095","ENSG00000123838","Distal Intergenic",6
"8096","ENSG00000123838","Intron",1
"8097","ENSG00000123892","Distal Intergenic",4
"8098","ENSG00000123901","3' UTR",2
"8099","ENSG00000123901","Exon",1
"8100","ENSG00000123901","Promoter (<=1kb)",1
"8101","ENSG00000123908","Distal Intergenic",1
"8102","ENSG00000123908","Intron",2
"8103","ENSG00000123933","Promoter (<=1kb)",1
"8104","ENSG00000123975","Distal Intergenic",2
"8105","ENSG00000123983","Distal Intergenic",5
"8106","ENSG00000123983","Intron",5
"8107","ENSG00000123983","Promoter (<=1kb)",3
"8108","ENSG00000123992","Distal Intergenic",1
"8109","ENSG00000123999","Distal Intergenic",1
"8110","ENSG00000124003","Distal Intergenic",4
"8111","ENSG00000124003","Intron",1
"8112","ENSG00000124019","Distal Intergenic",3
"8113","ENSG00000124067","Intron",1
"8114","ENSG00000124104","3' UTR",1
"8115","ENSG00000124104","Intron",1
"8116","ENSG00000124104","Promoter (<=1kb)",1
"8117","ENSG00000124116","Distal Intergenic",2
"8118","ENSG00000124116","Exon",1
