"","ENSEMBL","annotation","count"
"1832","ENSG00000058063","Intron",1
"1833","ENSG00000058063","Promoter (<=1kb)",1
"1834","ENSG00000058085","Distal Intergenic",2
"1835","ENSG00000058085","Exon",1
"1836","ENSG00000058085","Intron",3
"1837","ENSG00000058091","Distal Intergenic",1
"1838","ENSG00000058091","Intron",40
"1839","ENSG00000058091","Promoter (<=1kb)",2
"1840","ENSG00000058262","Intron",1
"1841","ENSG00000058262","Promoter (<=1kb)",1
"1842","ENSG00000058272","Distal Intergenic",3
"1843","ENSG00000058272","Intron",5
"1844","ENSG00000058272","Promoter (<=1kb)",1
"1845","ENSG00000058272","Promoter (1-2kb)",1
"1846","ENSG00000058335","3' UTR",1
"1847","ENSG00000058335","Distal Intergenic",1
"1848","ENSG00000058335","Exon",2
"1849","ENSG00000058335","Intron",4
"1850","ENSG00000058335","Promoter (<=1kb)",1
"1851","ENSG00000058335","Promoter (1-2kb)",1
"1852","ENSG00000058335","Promoter (2-3kb)",1
"1853","ENSG00000058404","Distal Intergenic",1
"1854","ENSG00000058453","Exon",2
"1855","ENSG00000058453","Intron",3
"1856","ENSG00000058600","Intron",1
"1857","ENSG00000058600","Promoter (<=1kb)",1
"1858","ENSG00000058600","Promoter (2-3kb)",1
"1859","ENSG00000058668","Distal Intergenic",1
"1860","ENSG00000058668","Intron",4
"1861","ENSG00000058668","Promoter (<=1kb)",1
"1862","ENSG00000058668","Promoter (2-3kb)",1
"1863","ENSG00000058673","Promoter (<=1kb)",1
"1864","ENSG00000058729","3' UTR",1
"1865","ENSG00000058729","Distal Intergenic",31
"1866","ENSG00000058729","Promoter (<=1kb)",2
"1867","ENSG00000058799","Promoter (<=1kb)",1
"1868","ENSG00000058804","Promoter (<=1kb)",1
"1869","ENSG00000058866","Distal Intergenic",2
"1870","ENSG00000058866","Exon",1
"1871","ENSG00000058866","Intron",6
"1872","ENSG00000058866","Promoter (<=1kb)",1
"1873","ENSG00000059122","Distal Intergenic",2
"1874","ENSG00000059122","Intron",1
"1875","ENSG00000059122","Promoter (<=1kb)",1
"1876","ENSG00000059145","Intron",1
"1877","ENSG00000059145","Promoter (<=1kb)",2
"1878","ENSG00000059377","Intron",6
"1879","ENSG00000059377","Promoter (<=1kb)",1
"1880","ENSG00000059377","Promoter (1-2kb)",1
"1881","ENSG00000059378","3' UTR",1
"1882","ENSG00000059378","Intron",4
"1883","ENSG00000059378","Promoter (<=1kb)",1
"1884","ENSG00000059573","Promoter (<=1kb)",1
"1885","ENSG00000059588","Distal Intergenic",7
"1886","ENSG00000059588","Intron",1
"1887","ENSG00000059588","Promoter (<=1kb)",1
"1888","ENSG00000059691","Distal Intergenic",12
"1889","ENSG00000059691","Intron",4
"1890","ENSG00000059691","Promoter (<=1kb)",1
"1891","ENSG00000059728","Promoter (<=1kb)",1
"1892","ENSG00000059758","5' UTR",1
"1893","ENSG00000059758","Distal Intergenic",9
"1894","ENSG00000059758","Exon",1
"1895","ENSG00000059758","Intron",13
"1896","ENSG00000059758","Promoter (<=1kb)",1
"1897","ENSG00000059769","Promoter (<=1kb)",1
"1898","ENSG00000059804","Distal Intergenic",4
"1899","ENSG00000059804","Promoter (<=1kb)",1
"1900","ENSG00000059804","Promoter (1-2kb)",1
"1901","ENSG00000059804","Promoter (2-3kb)",1
"1902","ENSG00000059915","Exon",2
"1903","ENSG00000059915","Intron",1
"1904","ENSG00000059915","Promoter (<=1kb)",1
"1905","ENSG00000060069","Distal Intergenic",2
"1906","ENSG00000060069","Intron",2
"1907","ENSG00000060069","Promoter (<=1kb)",2
"1908","ENSG00000060069","Promoter (1-2kb)",1
"1909","ENSG00000060069","Promoter (2-3kb)",1
"1910","ENSG00000060138","3' UTR",1
"1911","ENSG00000060138","Distal Intergenic",2
"1912","ENSG00000060138","Promoter (<=1kb)",1
"1913","ENSG00000060140","Promoter (<=1kb)",1
"1914","ENSG00000060140","Promoter (1-2kb)",1
"1915","ENSG00000060237","Distal Intergenic",5
"1916","ENSG00000060237","Intron",3
"1917","ENSG00000060237","Promoter (<=1kb)",1
"1918","ENSG00000060237","Promoter (1-2kb)",1
"1919","ENSG00000060339","Promoter (<=1kb)",1
"1920","ENSG00000060491","Promoter (<=1kb)",1
"1921","ENSG00000060491","Promoter (2-3kb)",1
"1922","ENSG00000060558","Distal Intergenic",2
"1923","ENSG00000060558","Intron",2
"1924","ENSG00000060558","Promoter (<=1kb)",1
"1925","ENSG00000060558","Promoter (2-3kb)",1
"1926","ENSG00000060566","Distal Intergenic",1
"1927","ENSG00000060642","Promoter (<=1kb)",2
"1928","ENSG00000060656","Distal Intergenic",10
"1929","ENSG00000060656","Intron",1
"1930","ENSG00000060656","Promoter (<=1kb)",1
"1931","ENSG00000060688","Promoter (<=1kb)",1
"1932","ENSG00000060709","Distal Intergenic",3
"1933","ENSG00000060709","Intron",3
"1934","ENSG00000060709","Promoter (<=1kb)",1
"1935","ENSG00000060718","Distal Intergenic",6
"1936","ENSG00000060718","Intron",2
"1937","ENSG00000060718","Promoter (1-2kb)",1
"1938","ENSG00000060749","Intron",1
"1939","ENSG00000060749","Promoter (<=1kb)",1
"1940","ENSG00000060762","Distal Intergenic",1
"1941","ENSG00000060762","Promoter (<=1kb)",1
"1942","ENSG00000060971","Exon",1
"1943","ENSG00000060971","Promoter (<=1kb)",1
"1944","ENSG00000060982","3' UTR",1
"1945","ENSG00000060982","Distal Intergenic",5
"1946","ENSG00000060982","Exon",1
"1947","ENSG00000060982","Intron",8
"1948","ENSG00000060982","Promoter (<=1kb)",3
"1949","ENSG00000060982","Promoter (1-2kb)",1
"1950","ENSG00000061273","Distal Intergenic",2
"1951","ENSG00000061273","Intron",2
"1952","ENSG00000061273","Promoter (<=1kb)",1
"1953","ENSG00000061273","Promoter (1-2kb)",1
"1954","ENSG00000061337","Distal Intergenic",1
"1955","ENSG00000061455","Distal Intergenic",1
"1956","ENSG00000061455","Exon",1
"1957","ENSG00000061455","Intron",3
"1958","ENSG00000061455","Promoter (<=1kb)",2
"1959","ENSG00000061492","Promoter (2-3kb)",1
"1960","ENSG00000061656","Distal Intergenic",1
"1961","ENSG00000061656","Exon",1
"1962","ENSG00000061656","Promoter (<=1kb)",1
"1963","ENSG00000061656","Promoter (2-3kb)",1
"1964","ENSG00000061676","Distal Intergenic",1
"1965","ENSG00000061676","Intron",2
"1966","ENSG00000061676","Promoter (<=1kb)",1
"1967","ENSG00000061676","Promoter (1-2kb)",1
"1968","ENSG00000061794","Distal Intergenic",1
"1969","ENSG00000061794","Intron",2
"1970","ENSG00000061794","Promoter (<=1kb)",1
"1971","ENSG00000061918","Distal Intergenic",1
"1972","ENSG00000061918","Exon",2
"1973","ENSG00000061918","Intron",2
"1974","ENSG00000061918","Promoter (<=1kb)",1
"1975","ENSG00000061936","Distal Intergenic",9
"1976","ENSG00000061936","Exon",1
"1977","ENSG00000061936","Promoter (<=1kb)",2
"1978","ENSG00000061938","3' UTR",1
"1979","ENSG00000061938","Distal Intergenic",2
"1980","ENSG00000061938","Intron",2
"1981","ENSG00000061938","Promoter (<=1kb)",2
"1982","ENSG00000061938","Promoter (2-3kb)",1
"1983","ENSG00000061987","Distal Intergenic",3
"1984","ENSG00000061987","Intron",2
"1985","ENSG00000061987","Promoter (<=1kb)",1
"1986","ENSG00000062038","Intron",1
"1987","ENSG00000062096","Distal Intergenic",1
"1988","ENSG00000062194","Distal Intergenic",6
"1989","ENSG00000062194","Intron",3
"1990","ENSG00000062194","Promoter (<=1kb)",2
"1991","ENSG00000062282","Intron",2
"1992","ENSG00000062370","Intron",1
"1993","ENSG00000062485","Intron",1
"1994","ENSG00000062485","Promoter (<=1kb)",1
"1995","ENSG00000062485","Promoter (1-2kb)",1
"1996","ENSG00000062524","Promoter (<=1kb)",1
"1997","ENSG00000062582","Distal Intergenic",3
"1998","ENSG00000062582","Promoter (<=1kb)",1
"1999","ENSG00000062598","Intron",2
"2000","ENSG00000062598","Promoter (<=1kb)",1
"2001","ENSG00000062650","Distal Intergenic",4
"2002","ENSG00000062650","Intron",1
"2003","ENSG00000062650","Promoter (<=1kb)",1
"2004","ENSG00000062716","Intron",2
"2005","ENSG00000062725","Promoter (<=1kb)",1
"2006","ENSG00000062822","Promoter (<=1kb)",1
"2007","ENSG00000063046","Distal Intergenic",1
"2008","ENSG00000063046","Promoter (<=1kb)",1
"2009","ENSG00000063127","Distal Intergenic",1
"2010","ENSG00000063127","Promoter (<=1kb)",1
"2011","ENSG00000063127","Promoter (2-3kb)",1
"2012","ENSG00000063169","Distal Intergenic",1
"2013","ENSG00000063169","Promoter (<=1kb)",1
"2014","ENSG00000063176","Promoter (<=1kb)",2
"2015","ENSG00000063180","Promoter (<=1kb)",2
"2016","ENSG00000063241","Distal Intergenic",1
"2017","ENSG00000063241","Promoter (<=1kb)",1
"2018","ENSG00000063244","Intron",1
"2019","ENSG00000063244","Promoter (<=1kb)",1
"2020","ENSG00000063244","Promoter (1-2kb)",1
"2021","ENSG00000063244","Promoter (2-3kb)",1
"2022","ENSG00000063245","Intron",1
"2023","ENSG00000063245","Promoter (<=1kb)",2
"2024","ENSG00000063245","Promoter (2-3kb)",1
"2025","ENSG00000063322","3' UTR",1
"2026","ENSG00000063438","3' UTR",1
"2027","ENSG00000063438","5' UTR",1
"2028","ENSG00000063438","Intron",17
"2029","ENSG00000063438","Promoter (<=1kb)",2
"2030","ENSG00000063587","Distal Intergenic",1
"2031","ENSG00000063587","Promoter (<=1kb)",1
"2032","ENSG00000063587","Promoter (1-2kb)",1
"2033","ENSG00000063601","3' UTR",1
"2034","ENSG00000063601","Exon",1
"2035","ENSG00000063601","Intron",3
"2036","ENSG00000063601","Promoter (<=1kb)",1
"2037","ENSG00000063601","Promoter (1-2kb)",1
"2038","ENSG00000063601","Promoter (2-3kb)",1
"2039","ENSG00000063660","Promoter (<=1kb)",1
"2040","ENSG00000063660","Promoter (2-3kb)",1
"2041","ENSG00000063761","Distal Intergenic",6
"2042","ENSG00000063761","Intron",4
"2043","ENSG00000063761","Promoter (<=1kb)",1
"2044","ENSG00000063854","Promoter (<=1kb)",1
"2045","ENSG00000063978","3' UTR",1
"2046","ENSG00000063978","Exon",1
"2047","ENSG00000063978","Intron",5
"2048","ENSG00000063978","Promoter (<=1kb)",1
"2049","ENSG00000064012","3' UTR",1
"2050","ENSG00000064012","Intron",4
"2051","ENSG00000064012","Promoter (<=1kb)",5
"2052","ENSG00000064012","Promoter (2-3kb)",2
"2053","ENSG00000064042","Intron",2
"2054","ENSG00000064042","Promoter (<=1kb)",3
"2055","ENSG00000064102","Distal Intergenic",3
"2056","ENSG00000064102","Promoter (<=1kb)",1
"2057","ENSG00000064102","Promoter (1-2kb)",1
"2058","ENSG00000064115","Promoter (<=1kb)",1
"2059","ENSG00000064195","Distal Intergenic",1
"2060","ENSG00000064195","Promoter (2-3kb)",1
"2061","ENSG00000064199","5' UTR",1
"2062","ENSG00000064199","Promoter (<=1kb)",1
"2063","ENSG00000064199","Promoter (2-3kb)",1
"2064","ENSG00000064201","Promoter (2-3kb)",1
"2065","ENSG00000064205","Intron",1
"2066","ENSG00000064218","Distal Intergenic",5
"2067","ENSG00000064218","Intron",3
"2068","ENSG00000064218","Promoter (<=1kb)",1
"2069","ENSG00000064225","5' UTR",1
"2070","ENSG00000064225","Intron",15
"2071","ENSG00000064225","Promoter (<=1kb)",1
"2072","ENSG00000064225","Promoter (1-2kb)",1
"2073","ENSG00000064225","Promoter (2-3kb)",1
"2074","ENSG00000064300","Distal Intergenic",1
"2075","ENSG00000064300","Promoter (<=1kb)",1
"2076","ENSG00000064300","Promoter (1-2kb)",1
"2077","ENSG00000064309","Distal Intergenic",2
"2078","ENSG00000064309","Intron",3
"2079","ENSG00000064309","Promoter (<=1kb)",1
"2080","ENSG00000064313","Exon",1
"2081","ENSG00000064313","Intron",3
"2082","ENSG00000064313","Promoter (<=1kb)",1
"2083","ENSG00000064393","Intron",11
"2084","ENSG00000064393","Promoter (<=1kb)",2
"2085","ENSG00000064419","5' UTR",1
"2086","ENSG00000064419","Intron",3
"2087","ENSG00000064419","Promoter (<=1kb)",1
"2088","ENSG00000064489","5' UTR",1
"2089","ENSG00000064489","Promoter (<=1kb)",1
"2090","ENSG00000064545","3' UTR",1
"2091","ENSG00000064545","Intron",1
"2092","ENSG00000064545","Promoter (<=1kb)",1
"2093","ENSG00000064545","Promoter (1-2kb)",1
"2094","ENSG00000064547","Promoter (<=1kb)",1
"2095","ENSG00000064547","Promoter (2-3kb)",1
"2096","ENSG00000064601","Promoter (<=1kb)",1
"2097","ENSG00000064607","Intron",1
"2098","ENSG00000064607","Promoter (<=1kb)",1
"2099","ENSG00000064651","Distal Intergenic",3
"2100","ENSG00000064651","Exon",1
"2101","ENSG00000064651","Intron",2
"2102","ENSG00000064651","Promoter (1-2kb)",1
"2103","ENSG00000064652","Intron",4
"2104","ENSG00000064652","Promoter (<=1kb)",1
"2105","ENSG00000064655","Intron",1
"2106","ENSG00000064666","Promoter (<=1kb)",1
"2107","ENSG00000064666","Promoter (1-2kb)",1
"2108","ENSG00000064687","Promoter (<=1kb)",1
"2109","ENSG00000064687","Promoter (2-3kb)",1
"2110","ENSG00000064692","Distal Intergenic",3
"2111","ENSG00000064692","Intron",6
"2112","ENSG00000064692","Promoter (<=1kb)",2
"2113","ENSG00000064703","Promoter (<=1kb)",1
"2114","ENSG00000064726","Promoter (1-2kb)",1
"2115","ENSG00000064763","Distal Intergenic",16
"2116","ENSG00000064763","Intron",5
"2117","ENSG00000064763","Promoter (<=1kb)",1
"2118","ENSG00000064787","Distal Intergenic",7
"2119","ENSG00000064787","Downstream (<1kb)",1
"2120","ENSG00000064787","Downstream (1-2kb)",1
"2121","ENSG00000064787","Intron",6
"2122","ENSG00000064835","Distal Intergenic",7
"2123","ENSG00000064835","Exon",2
"2124","ENSG00000064886","Distal Intergenic",2
"2125","ENSG00000064886","Promoter (<=1kb)",1
"2126","ENSG00000064932","Distal Intergenic",1
"2127","ENSG00000064932","Exon",1
"2128","ENSG00000064932","Promoter (<=1kb)",2
"2129","ENSG00000064932","Promoter (1-2kb)",1
"2130","ENSG00000064933","Distal Intergenic",3
"2131","ENSG00000064933","Intron",1
"2132","ENSG00000064933","Promoter (<=1kb)",1
"2133","ENSG00000064961","Promoter (<=1kb)",1
"2134","ENSG00000064989","3' UTR",1
"2135","ENSG00000064989","Distal Intergenic",10
"2136","ENSG00000064989","Downstream (1-2kb)",1
"2137","ENSG00000064989","Intron",8
"2138","ENSG00000064989","Promoter (<=1kb)",1
"2139","ENSG00000064995","Promoter (<=1kb)",1
"2140","ENSG00000064999","Intron",2
"2141","ENSG00000064999","Promoter (<=1kb)",1
"2142","ENSG00000065000","Distal Intergenic",1
"2143","ENSG00000065000","Promoter (<=1kb)",1
"2144","ENSG00000065000","Promoter (2-3kb)",1
"2145","ENSG00000065029","Promoter (<=1kb)",1
"2146","ENSG00000065054","Promoter (2-3kb)",1
"2147","ENSG00000065057","Promoter (<=1kb)",1
"2148","ENSG00000065060","Intron",1
"2149","ENSG00000065060","Promoter (<=1kb)",1
"2150","ENSG00000065135","Promoter (<=1kb)",1
"2151","ENSG00000065135","Promoter (1-2kb)",1
"2152","ENSG00000065150","Distal Intergenic",6
"2153","ENSG00000065150","Intron",3
"2154","ENSG00000065150","Promoter (<=1kb)",1
"2155","ENSG00000065150","Promoter (1-2kb)",2
"2156","ENSG00000065154","Distal Intergenic",3
"2157","ENSG00000065154","Exon",1
"2158","ENSG00000065154","Promoter (<=1kb)",1
"2159","ENSG00000065243","Distal Intergenic",12
"2160","ENSG00000065243","Intron",9
"2161","ENSG00000065243","Promoter (<=1kb)",1
"2162","ENSG00000065268","Promoter (<=1kb)",1
"2163","ENSG00000065268","Promoter (1-2kb)",1
"2164","ENSG00000065308","3' UTR",3
"2165","ENSG00000065308","Exon",2
"2166","ENSG00000065308","Intron",5
"2167","ENSG00000065308","Promoter (<=1kb)",1
"2168","ENSG00000065308","Promoter (1-2kb)",1
"2169","ENSG00000065320","3' UTR",1
"2170","ENSG00000065320","Distal Intergenic",3
"2171","ENSG00000065320","Intron",4
"2172","ENSG00000065320","Promoter (<=1kb)",1
"2173","ENSG00000065328","Intron",2
"2174","ENSG00000065328","Promoter (<=1kb)",1
"2175","ENSG00000065357","5' UTR",1
"2176","ENSG00000065357","Promoter (<=1kb)",1
"2177","ENSG00000065361","Promoter (<=1kb)",3
"2178","ENSG00000065413","Distal Intergenic",3
"2179","ENSG00000065413","Intron",26
"2180","ENSG00000065413","Promoter (<=1kb)",3
"2181","ENSG00000065413","Promoter (1-2kb)",1
"2182","ENSG00000065427","Distal Intergenic",10
"2183","ENSG00000065427","Intron",1
"2184","ENSG00000065427","Promoter (<=1kb)",1
"2185","ENSG00000065427","Promoter (2-3kb)",2
"2186","ENSG00000065457","5' UTR",1
"2187","ENSG00000065457","Intron",1
"2188","ENSG00000065457","Promoter (<=1kb)",1
"2189","ENSG00000065457","Promoter (1-2kb)",1
"2190","ENSG00000065485","Intron",2
"2191","ENSG00000065485","Promoter (<=1kb)",1
"2192","ENSG00000065491","Intron",1
"2193","ENSG00000065518","Distal Intergenic",5
"2194","ENSG00000065518","Promoter (<=1kb)",1
"2195","ENSG00000065526","Exon",2
"2196","ENSG00000065526","Intron",1
"2197","ENSG00000065526","Promoter (<=1kb)",1
"2198","ENSG00000065526","Promoter (2-3kb)",1
"2199","ENSG00000065534","Distal Intergenic",1
"2200","ENSG00000065534","Intron",6
"2201","ENSG00000065534","Promoter (<=1kb)",1
"2202","ENSG00000065548","Distal Intergenic",14
"2203","ENSG00000065548","Exon",1
"2204","ENSG00000065548","Intron",3
"2205","ENSG00000065548","Promoter (<=1kb)",1
"2206","ENSG00000065548","Promoter (2-3kb)",2
"2207","ENSG00000065559","Intron",2
"2208","ENSG00000065559","Promoter (<=1kb)",1
"2209","ENSG00000065559","Promoter (1-2kb)",1
"2210","ENSG00000065600","Promoter (<=1kb)",1
"2211","ENSG00000065600","Promoter (2-3kb)",1
"2212","ENSG00000065609","Distal Intergenic",3
"2213","ENSG00000065609","Intron",2
"2214","ENSG00000065609","Promoter (<=1kb)",1
"2215","ENSG00000065613","Intron",2
"2216","ENSG00000065613","Promoter (<=1kb)",1
"2217","ENSG00000065615","Intron",3
"2218","ENSG00000065615","Promoter (<=1kb)",1
"2219","ENSG00000065621","Intron",2
"2220","ENSG00000065621","Promoter (<=1kb)",1
"2221","ENSG00000065665","3' UTR",1
"2222","ENSG00000065665","Promoter (<=1kb)",1
"2223","ENSG00000065675","Distal Intergenic",1
"2224","ENSG00000065675","Exon",1
"2225","ENSG00000065675","Intron",4
"2226","ENSG00000065675","Promoter (<=1kb)",1
"2227","ENSG00000065717","Intron",1
"2228","ENSG00000065802","Distal Intergenic",1
"2229","ENSG00000065802","Promoter (<=1kb)",1
"2230","ENSG00000065809","Distal Intergenic",2
"2231","ENSG00000065809","Intron",17
"2232","ENSG00000065809","Promoter (<=1kb)",2
"2233","ENSG00000065809","Promoter (1-2kb)",2
"2234","ENSG00000065833","Intron",1
"2235","ENSG00000065833","Promoter (<=1kb)",1
"2236","ENSG00000065833","Promoter (2-3kb)",1
"2237","ENSG00000065882","Distal Intergenic",8
"2238","ENSG00000065882","Exon",1
"2239","ENSG00000065882","Intron",9
"2240","ENSG00000065882","Promoter (<=1kb)",2
"2241","ENSG00000065882","Promoter (2-3kb)",1
"2242","ENSG00000065883","Intron",4
"2243","ENSG00000065883","Promoter (<=1kb)",1
"2244","ENSG00000065883","Promoter (1-2kb)",1
"2245","ENSG00000065911","Intron",1
"2246","ENSG00000065911","Promoter (<=1kb)",1
"2247","ENSG00000065923","Distal Intergenic",2
"2248","ENSG00000065923","Intron",11
"2249","ENSG00000065923","Promoter (<=1kb)",1
"2250","ENSG00000065923","Promoter (1-2kb)",1
"2251","ENSG00000065970","Distal Intergenic",2
"2252","ENSG00000065970","Intron",3
"2253","ENSG00000065970","Promoter (<=1kb)",1
"2254","ENSG00000065978","Promoter (<=1kb)",1
"2255","ENSG00000065989","Distal Intergenic",1
"2256","ENSG00000065989","Intron",3
"2257","ENSG00000065989","Promoter (<=1kb)",4
"2258","ENSG00000065989","Promoter (1-2kb)",1
"2259","ENSG00000065989","Promoter (2-3kb)",1
"2260","ENSG00000066027","Distal Intergenic",7
"2261","ENSG00000066027","Intron",2
"2262","ENSG00000066027","Promoter (<=1kb)",1
"2263","ENSG00000066032","Distal Intergenic",21
"2264","ENSG00000066032","Intron",34
"2265","ENSG00000066032","Promoter (<=1kb)",1
"2266","ENSG00000066032","Promoter (2-3kb)",1
"2267","ENSG00000066044","Promoter (<=1kb)",1
"2268","ENSG00000066044","Promoter (1-2kb)",1
"2269","ENSG00000066044","Promoter (2-3kb)",1
"2270","ENSG00000066056","Distal Intergenic",1
"2271","ENSG00000066084","Intron",8
"2272","ENSG00000066084","Promoter (<=1kb)",1
"2273","ENSG00000066117","3' UTR",1
"2274","ENSG00000066117","Promoter (<=1kb)",1
"2275","ENSG00000066135","Intron",1
"2276","ENSG00000066135","Promoter (<=1kb)",1
"2277","ENSG00000066136","Promoter (<=1kb)",2
"2278","ENSG00000066185","Promoter (<=1kb)",1
"2279","ENSG00000066248","Intron",2
"2280","ENSG00000066279","Intron",2
"2281","ENSG00000066279","Promoter (<=1kb)",1
"2282","ENSG00000066279","Promoter (2-3kb)",1
"2283","ENSG00000066294","Distal Intergenic",2
"2284","ENSG00000066294","Downstream (2-3kb)",1
"2285","ENSG00000066294","Intron",1
"2286","ENSG00000066322","Promoter (<=1kb)",1
"2287","ENSG00000066322","Promoter (1-2kb)",1
"2288","ENSG00000066336","Intron",2
"2289","ENSG00000066336","Promoter (<=1kb)",1
"2290","ENSG00000066382","Distal Intergenic",3
"2291","ENSG00000066382","Intron",1
"2292","ENSG00000066382","Promoter (<=1kb)",3
"2293","ENSG00000066405","3' UTR",2
"2294","ENSG00000066405","Distal Intergenic",7
"2295","ENSG00000066405","Downstream (<1kb)",1
"2296","ENSG00000066405","Exon",1
"2297","ENSG00000066405","Intron",1
"2298","ENSG00000066427","Promoter (<=1kb)",1
"2299","ENSG00000066427","Promoter (1-2kb)",1
"2300","ENSG00000066455","Distal Intergenic",3
"2301","ENSG00000066455","Promoter (<=1kb)",1
"2302","ENSG00000066468","Distal Intergenic",10
"2303","ENSG00000066468","Intron",1
"2304","ENSG00000066468","Promoter (<=1kb)",2
"2305","ENSG00000066557","Distal Intergenic",1
"2306","ENSG00000066557","Intron",3
"2307","ENSG00000066557","Promoter (<=1kb)",1
"2308","ENSG00000066557","Promoter (2-3kb)",1
"2309","ENSG00000066583","Promoter (<=1kb)",1
"2310","ENSG00000066629","Distal Intergenic",1
"2311","ENSG00000066629","Intron",3
"2312","ENSG00000066629","Promoter (<=1kb)",1
"2313","ENSG00000066651","Exon",1
"2314","ENSG00000066651","Intron",3
"2315","ENSG00000066651","Promoter (<=1kb)",1
"2316","ENSG00000066651","Promoter (1-2kb)",1
"2317","ENSG00000066654","Distal Intergenic",1
"2318","ENSG00000066654","Promoter (<=1kb)",1
"2319","ENSG00000066697","Distal Intergenic",1
"2320","ENSG00000066697","Intron",2
"2321","ENSG00000066697","Promoter (<=1kb)",2
"2322","ENSG00000066735","Distal Intergenic",1
"2323","ENSG00000066735","Intron",1
"2324","ENSG00000066735","Promoter (<=1kb)",1
"2325","ENSG00000066739","Promoter (<=1kb)",1
"2326","ENSG00000066777","3' UTR",1
"2327","ENSG00000066777","Distal Intergenic",2
"2328","ENSG00000066777","Intron",6
"2329","ENSG00000066777","Promoter (<=1kb)",1
"2330","ENSG00000066827","Distal Intergenic",13
"2331","ENSG00000066827","Intron",12
"2332","ENSG00000066827","Promoter (<=1kb)",3
"2333","ENSG00000066827","Promoter (1-2kb)",1
"2334","ENSG00000066855","Intron",1
"2335","ENSG00000066855","Promoter (<=1kb)",1
"2336","ENSG00000066923","Intron",2
"2337","ENSG00000066923","Promoter (<=1kb)",1
"2338","ENSG00000066926","3' UTR",1
"2339","ENSG00000066926","Intron",2
"2340","ENSG00000066926","Promoter (<=1kb)",2
"2341","ENSG00000066933","3' UTR",1
"2342","ENSG00000066933","Exon",1
"2343","ENSG00000066933","Intron",5
"2344","ENSG00000067057","Distal Intergenic",21
"2345","ENSG00000067057","Intron",4
"2346","ENSG00000067057","Promoter (<=1kb)",3
"2347","ENSG00000067057","Promoter (2-3kb)",2
"2348","ENSG00000067064","Intron",1
"2349","ENSG00000067064","Promoter (<=1kb)",3
"2350","ENSG00000067066","Distal Intergenic",11
"2351","ENSG00000067066","Exon",2
"2352","ENSG00000067066","Intron",9
"2353","ENSG00000067066","Promoter (<=1kb)",2
"2354","ENSG00000067066","Promoter (2-3kb)",1
"2355","ENSG00000067082","3' UTR",1
"2356","ENSG00000067082","Distal Intergenic",31
"2357","ENSG00000067082","Intron",10
"2358","ENSG00000067082","Promoter (<=1kb)",1
"2359","ENSG00000067113","Distal Intergenic",4
"2360","ENSG00000067141","Intron",2
"2361","ENSG00000067141","Promoter (<=1kb)",1
"2362","ENSG00000067167","Distal Intergenic",3
"2363","ENSG00000067167","Intron",1
"2364","ENSG00000067167","Promoter (<=1kb)",1
"2365","ENSG00000067167","Promoter (1-2kb)",1
"2366","ENSG00000067177","Intron",1
"2367","ENSG00000067177","Promoter (<=1kb)",1
"2368","ENSG00000067182","Intron",1
"2369","ENSG00000067182","Promoter (<=1kb)",1
"2370","ENSG00000067182","Promoter (1-2kb)",1
"2371","ENSG00000067191","Promoter (<=1kb)",1
"2372","ENSG00000067191","Promoter (1-2kb)",1
"2373","ENSG00000067208","Exon",1
"2374","ENSG00000067208","Intron",2
"2375","ENSG00000067221","Distal Intergenic",3
"2376","ENSG00000067221","Downstream (<1kb)",1
"2377","ENSG00000067221","Intron",1
"2378","ENSG00000067221","Promoter (<=1kb)",2
"2379","ENSG00000067225","Distal Intergenic",1
"2380","ENSG00000067225","Promoter (<=1kb)",1
"2381","ENSG00000067225","Promoter (1-2kb)",1
"2382","ENSG00000067248","Intron",2
"2383","ENSG00000067248","Promoter (<=1kb)",1
"2384","ENSG00000067334","Promoter (<=1kb)",1
"2385","ENSG00000067365","Promoter (<=1kb)",1
"2386","ENSG00000067369","Promoter (<=1kb)",2
"2387","ENSG00000067445","Distal Intergenic",1
"2388","ENSG00000067533","Distal Intergenic",9
"2389","ENSG00000067533","Exon",1
"2390","ENSG00000067533","Intron",2
"2391","ENSG00000067533","Promoter (<=1kb)",1
"2392","ENSG00000067560","Promoter (<=1kb)",1
"2393","ENSG00000067596","Promoter (<=1kb)",1
"2394","ENSG00000067601","Promoter (<=1kb)",1
"2395","ENSG00000067606","Distal Intergenic",1
"2396","ENSG00000067606","Intron",1
"2397","ENSG00000067606","Promoter (<=1kb)",1
"2398","ENSG00000067704","Promoter (<=1kb)",1
"2399","ENSG00000067715","Distal Intergenic",6
"2400","ENSG00000067715","Intron",21
"2401","ENSG00000067715","Promoter (<=1kb)",2
"2402","ENSG00000067798","Distal Intergenic",26
"2403","ENSG00000067798","Exon",5
"2404","ENSG00000067798","Intron",22
"2405","ENSG00000067798","Promoter (<=1kb)",2
"2406","ENSG00000067798","Promoter (1-2kb)",1
"2407","ENSG00000067798","Promoter (2-3kb)",2
"2408","ENSG00000067836","Promoter (<=1kb)",1
"2409","ENSG00000067836","Promoter (1-2kb)",1
"2410","ENSG00000067842","Intron",2
"2411","ENSG00000067900","Distal Intergenic",3
"2412","ENSG00000067900","Intron",5
"2413","ENSG00000067900","Promoter (<=1kb)",1
"2414","ENSG00000067955","Distal Intergenic",1
"2415","ENSG00000067955","Intron",1
"2416","ENSG00000067955","Promoter (<=1kb)",1
